53766.0	2006.083562	-0.676731	-0.676731
53767.0	2006.086301	-0.084038	-0.085274
53768.0	2006.089041	1.180281	1.177808
53769.0	2006.091781	-1.014448	-1.018157
53770.0	2006.094521	-0.560880	-0.565825
53771.0	2006.097260	-0.035675	-0.041857
53772.0	2006.100000	1.054000	1.046582
53773.0	2006.102740	0.451895	0.443241
53774.0	2006.105479	-1.859593	-1.869484
53775.0	2006.108219	0.067681	0.056554
53776.0	2006.110959	-0.579295	-0.591658
53784.0	2006.132877	-0.401641	-0.423895
53785.0	2006.135616	-0.411161	-0.434652
53786.0	2006.138356	0.098129	0.073402
53787.0	2006.141096	-0.172295	-0.198258
53788.0	2006.143836	-0.478516	-0.505716
53789.0	2006.146575	-0.247963	-0.276399
53790.0	2006.149315	0.640845	0.611173
53791.0	2006.152055	0.136174	0.105265
53792.0	2006.154795	-0.105047	-0.137192
53793.0	2006.157534	0.430097	0.396716
53794.0	2006.160274	0.194237	0.159619
53795.0	2006.163014	-0.048618	-0.084472
53796.0	2006.165753	-0.930801	-0.967891
53797.0	2006.168493	-0.096665	-0.134992
53798.0	2006.171233	-0.703023	-0.742586
53799.0	2006.173973	-0.561991	-0.602790
53800.0	2006.176712	0.885334	0.843298
53801.0	2006.179452	-0.500076	-0.543348
53802.0	2006.182192	-3.503483	-3.547991
53803.0	2006.184932	1.103666	1.057921
53804.0	2006.187671	-0.611280	-0.658261
53805.0	2006.190411	-0.466568	-0.514785
53806.0	2006.193151	1.562474	1.513020
53807.0	2006.195890	-1.221329	-1.272019
53808.0	2006.198630	0.409556	0.357630
53809.0	2006.201370	0.823829	0.770666
53810.0	2006.204110	0.041967	-0.012432
53811.0	2006.206849	0.262164	0.206529
53812.0	2006.209589	1.032422	0.975550
53813.0	2006.212329	0.414755	0.356647
53814.0	2006.215068	0.225470	0.166126
53815.0	2006.217808	2.096418	2.035837
53816.0	2006.220548	1.271041	1.209224
53817.0	2006.223288	-0.298473	-0.361526
53818.0	2006.226027	0.050515	-0.013775
53819.0	2006.228767	0.089796	0.024270
53820.0	2006.231507	0.387960	0.321198
53821.0	2006.234247	0.244225	0.176226
53822.0	2006.236986	-0.484378	-0.553613
53823.0	2006.239726	0.406241	0.335769
53824.0	2006.242466	-1.023487	-1.095195
53825.0	2006.245205	-2.821685	-2.894629
53826.0	2006.247945	0.150476	0.076295
53827.0	2006.250685	1.483716	1.408299
53828.0	2006.253425	0.235220	0.158567
53829.0	2006.256164	1.461186	1.383296
53830.0	2006.258904	1.636903	1.557777
53831.0	2006.261644	0.731359	0.650997
53832.0	2006.264384	0.088401	0.006802
53833.0	2006.267123	0.093425	0.010590
53834.0	2006.269863	0.955992	0.871921
53835.0	2006.272603	1.350339	1.265031
53836.0	2006.275342	0.884516	0.797972
53837.0	2006.278082	-0.796828	-0.884608
53838.0	2006.280822	1.333408	1.244391
53839.0	2006.283562	-1.735588	-1.825841
53840.0	2006.286301	-1.046308	-1.137797
53841.0	2006.289041	-2.737660	-2.830386
53842.0	2006.291781	-1.005778	-1.099740
53843.0	2006.294521	-0.951703	-1.046901
53844.0	2006.297260	0.212327	0.115892
53845.0	2006.300000	-0.606427	-0.704098
53846.0	2006.302740	-1.391456	-1.490363
53847.0	2006.305479	-0.698191	-0.798335
53848.0	2006.308219	3.076020	2.974640
53849.0	2006.310959	1.292938	1.190322
53850.0	2006.313699	1.534420	1.430567
53851.0	2006.316438	-0.487897	-0.592986
53852.0	2006.319178	0.353910	0.247585
53853.0	2006.321918	0.571363	0.463801
53854.0	2006.324658	0.153986	0.045188
53855.0	2006.327397	0.183482	0.073448
53856.0	2006.330137	2.487071	2.375800
53857.0	2006.332877	0.954761	0.842254
53858.0	2006.335616	-0.668791	-0.782535
53859.0	2006.338356	-0.008707	-0.123687
53860.0	2006.341096	0.695529	0.579313
53861.0	2006.343836	0.664287	0.546834
53862.0	2006.346575	0.805964	0.687275
53863.0	2006.349315	-0.525944	-0.645869
53864.0	2006.352055	0.140685	0.019523
53865.0	2006.354795	0.115323	-0.007075
53866.0	2006.357534	0.178817	0.055183
53867.0	2006.360274	-0.170711	-0.295582
53868.0	2006.363014	-0.919983	-1.046090
53869.0	2006.365753	0.686493	0.559150
53870.0	2006.368493	1.097555	0.968975
53871.0	2006.371233	0.784445	0.654629
53872.0	2006.373973	0.448889	0.317837
53873.0	2006.376712	-0.992291	-1.124580
53874.0	2006.379452	-0.827171	-0.960696
53875.0	2006.382192	0.119326	-0.015435
53876.0	2006.384932	0.386659	0.250661
53877.0	2006.387671	-0.684299	-0.821533
53878.0	2006.390411	-1.146321	-1.284791
53879.0	2006.393151	-1.856375	-1.996082
53880.0	2006.395890	-2.993108	-3.134051
53881.0	2006.398630	-2.208453	-2.350632
53882.0	2006.401370	-0.617377	-0.760793
53883.0	2006.404110	-3.765075	-3.909727
53884.0	2006.406849	-2.740859	-2.886747
53885.0	2006.409589	-2.029005	-2.176130
53886.0	2006.412329	-1.855343	-2.003704
53887.0	2006.415068	-1.283620	-1.433217
53888.0	2006.417808	-0.290886	-0.441720
53889.0	2006.420548	-1.659484	-1.811554
53890.0	2006.423288	-1.378410	-1.531716
53891.0	2006.426027	0.605673	0.451130
53892.0	2006.428767	-1.029139	-1.184918
53893.0	2006.431507	-0.374314	-0.531329
53894.0	2006.434247	-2.538716	-2.696968
53895.0	2006.436986	-2.236571	-2.396059
53896.0	2006.439726	-0.623718	-0.784443
53897.0	2006.442466	-1.523047	-1.685008
53898.0	2006.445205	-1.568787	-1.731984
53899.0	2006.447945	-0.886399	-1.050833
53900.0	2006.450685	-1.194782	-1.360452
53901.0	2006.453425	-1.587430	-1.754336
53902.0	2006.456164	-2.478552	-2.646695
53903.0	2006.458904	-2.083496	-2.252875
53904.0	2006.461644	-2.945519	-3.116134
53905.0	2006.464384	-1.976758	-2.148610
53906.0	2006.467123	-0.664297	-0.837385
53907.0	2006.469863	-1.903942	-2.078266
53908.0	2006.472603	-0.307328	-0.482889
53909.0	2006.475342	-2.674664	-2.851461
53910.0	2006.478082	-0.508296	-0.686329
53911.0	2006.480822	-2.303564	-2.482834
53912.0	2006.483562	-1.213837	-1.394343
53913.0	2006.486301	-0.709087	-0.890829
53914.0	2006.489041	-0.795781	-0.978760
53915.0	2006.491781	-1.130154	-1.314369
53916.0	2006.494521	-1.949372	-2.134823
53917.0	2006.497260	-1.004931	-1.191619
53918.0	2006.500000	0.417545	0.229621
53919.0	2006.502740	-2.615382	-2.804542
53920.0	2006.505479	-2.788683	-2.979080
53921.0	2006.508219	0.489727	0.298094
53922.0	2006.510959	-0.080345	-0.273214
53923.0	2006.513699	-0.356353	-0.550459
53924.0	2006.516438	-1.245802	-1.441144
53925.0	2006.519178	2.000879	1.804301
53926.0	2006.521918	-1.561935	-1.759750
53927.0	2006.524658	0.118634	-0.080417
53928.0	2006.527397	0.975265	0.774978
53929.0	2006.530137	-0.018620	-0.220144
53930.0	2006.532877	1.156694	0.953934
53931.0	2006.535616	1.207638	1.003641
53932.0	2006.538356	-0.093090	-0.298323
53933.0	2006.541096	0.016868	-0.189601
53934.0	2006.543836	-1.433827	-1.641533
53935.0	2006.546575	-0.683296	-0.892238
53936.0	2006.549315	0.582890	0.372712
53937.0	2006.552055	-3.025720	-3.237135
53938.0	2006.554795	-1.464824	-1.677475
53939.0	2006.557534	-1.105889	-1.319776
53940.0	2006.560274	-0.289471	-0.504595
53941.0	2006.563014	-1.346019	-1.562379
53942.0	2006.565753	-1.499310	-1.716906
53943.0	2006.568493	-1.807272	-2.026105
53944.0	2006.571233	-2.484504	-2.704573
53945.0	2006.573973	-0.415049	-0.636354
53948.0	2006.582192	-1.712297	-1.937311
53949.0	2006.584932	-1.088069	-1.314320
53950.0	2006.587671	-1.143496	-1.370983
53951.0	2006.590411	-0.044206	-0.272929
53952.0	2006.593151	-2.821443	-3.051403
53953.0	2006.595890	0.063865	-0.167331
53954.0	2006.598630	-1.686428	-1.918860
53955.0	2006.601370	-2.279830	-2.513499
53956.0	2006.604110	-2.515483	-2.750388
53957.0	2006.606849	-1.237333	-1.473474
53958.0	2006.609589	-1.820074	-2.057452
53959.0	2006.612329	-0.928893	-1.167507
53960.0	2006.615068	-0.699450	-0.939300
53961.0	2006.617808	1.259722	1.018635
53962.0	2006.620548	1.529453	1.287130
53963.0	2006.623288	-1.068567	-1.312126
53964.0	2006.626027	-0.829268	-1.074064
53965.0	2006.628767	-2.958200	-3.204232
53966.0	2006.631507	-0.799070	-1.046338
53967.0	2006.634247	-2.598756	-2.847261
53968.0	2006.636986	-0.726276	-0.976017
53969.0	2006.639726	-0.154428	-0.405406
53970.0	2006.642466	-1.232857	-1.485071
53971.0	2006.645205	-0.585111	-0.838561
53972.0	2006.647945	-0.381632	-0.636319
53973.0	2006.650685	0.976982	0.721059
53974.0	2006.653425	-1.854909	-2.112068
53975.0	2006.656164	0.605863	0.347467
53976.0	2006.658904	-1.968028	-2.227660
53977.0	2006.661644	-0.097387	-0.358255
53978.0	2006.664384	0.319528	0.057423
53979.0	2006.667123	-1.249257	-1.512598
53980.0	2006.669863	-0.358435	-0.623012
53981.0	2006.672603	0.057469	-0.208345
53982.0	2006.675342	-0.012241	-0.279291
53983.0	2006.678082	0.249000	-0.019286
53984.0	2006.680822	-0.062867	-0.332390
53985.0	2006.683562	-0.635044	-0.905803
53986.0	2006.686301	-0.164359	-0.436354
53987.0	2006.689041	-0.174576	-0.447808
53988.0	2006.691781	-0.844591	-1.119059
53989.0	2006.694521	-0.492809	-0.768513
53990.0	2006.697260	-0.624468	-0.901409
53991.0	2006.700000	-0.301659	-0.579836
53992.0	2006.702740	-0.890481	-1.169894
53993.0	2006.705479	-0.897761	-1.178411
53994.0	2006.708219	-0.543575	-0.825461
53995.0	2006.710959	-0.747932	-1.031054
