52804.0	2003.449315	5.672647
52805.0	2003.452055	6.858965
52806.0	2003.454795	7.555282
52807.0	2003.457534	6.970600
52808.0	2003.460274	5.587918
52809.0	2003.463014	5.871235
52810.0	2003.465753	7.198553
52811.0	2003.468493	7.355871
52812.0	2003.471233	6.009188
52813.0	2003.473973	7.733506
52814.0	2003.476712	6.773824
52815.0	2003.479452	7.089141
52816.0	2003.482192	7.707459
52817.0	2003.484932	7.391777
52818.0	2003.487671	6.922094
52819.0	2003.490411	6.713412
52820.0	2003.493151	7.545730
52821.0	2003.495890	5.445047
52822.0	2003.498630	8.215365
52823.0	2003.501370	6.976683
52824.0	2003.504110	9.387000
52825.0	2003.506849	6.241318
52826.0	2003.509589	5.664635
52827.0	2003.512329	7.553953
52828.0	2003.515068	7.285271
52829.0	2003.517808	7.422588
52830.0	2003.520548	7.637906
52831.0	2003.523288	5.083224
52832.0	2003.526027	6.594541
52833.0	2003.528767	4.982859
52834.0	2003.531507	6.387177
52835.0	2003.534247	6.133494
52836.0	2003.536986	5.118812
52837.0	2003.539726	6.926130
52838.0	2003.542466	7.788447
52839.0	2003.545205	5.992765
52840.0	2003.547945	9.505083
52841.0	2003.550685	6.300400
52842.0	2003.553425	5.291718
52843.0	2003.556164	4.856036
52844.0	2003.558904	6.964353
52845.0	2003.561644	4.265671
52846.0	2003.564384	5.157989
52847.0	2003.567123	6.569306
52848.0	2003.569863	5.487624
52849.0	2003.572603	4.203942
52850.0	2003.575342	6.770259
52851.0	2003.578082	8.083577
52852.0	2003.580822	4.926895
52853.0	2003.583562	4.527212
52854.0	2003.586301	4.150530
52855.0	2003.589041	5.561848
52856.0	2003.591781	6.311165
52857.0	2003.594521	7.571483
52858.0	2003.597260	6.824801
52859.0	2003.600000	6.914118
52860.0	2003.602740	7.705436
52861.0	2003.605479	7.160754
52862.0	2003.608219	6.959071
52863.0	2003.610959	5.631389
52864.0	2003.613699	6.355706
52865.0	2003.616438	6.948024
52866.0	2003.619178	5.120342
52867.0	2003.621918	4.818659
52868.0	2003.624658	3.920977
52869.0	2003.627397	5.800295
52870.0	2003.630137	6.867612
52871.0	2003.632877	6.022930
52872.0	2003.635616	6.820248
52873.0	2003.638356	4.573565
52874.0	2003.641096	4.668883
52875.0	2003.643836	4.917201
52876.0	2003.646575	4.933518
52877.0	2003.649315	7.682836
52887.0	2003.676712	5.257013
52888.0	2003.679452	5.150330
52889.0	2003.682192	4.319648
52890.0	2003.684932	7.326966
52891.0	2003.687671	7.896283
52892.0	2003.690411	7.823601
52893.0	2003.693151	6.717919
52894.0	2003.695890	6.753236
52895.0	2003.698630	4.479554
52896.0	2003.701370	6.220872
52897.0	2003.704110	6.725189
52898.0	2003.706849	8.199507
52899.0	2003.709589	9.631825
52900.0	2003.712329	5.929142
52901.0	2003.715068	7.187460
52902.0	2003.717808	6.753777
52903.0	2003.720548	7.041095
52904.0	2003.723288	4.845413
52905.0	2003.726027	8.427730
52906.0	2003.728767	6.240048
52907.0	2003.731507	4.983366
52908.0	2003.734247	5.560683
52909.0	2003.736986	5.746001
52910.0	2003.739726	7.663319
52911.0	2003.742466	6.927636
52912.0	2003.745205	6.021954
52913.0	2003.747945	5.255272
52914.0	2003.750685	6.958589
52915.0	2003.753425	4.567907
52916.0	2003.756164	4.583225
52917.0	2003.758904	5.187542
52918.0	2003.761644	5.746860
52919.0	2003.764384	4.909178
52920.0	2003.767123	4.474495
52921.0	2003.769863	5.206813
52922.0	2003.772603	5.694131
52923.0	2003.775342	4.066448
52924.0	2003.778082	5.048766
52925.0	2003.780822	4.102084
52926.0	2003.783562	3.875401
52927.0	2003.786301	5.740719
52928.0	2003.789041	3.788037
52929.0	2003.791781	5.073354
52930.0	2003.794521	5.383672
52931.0	2003.797260	4.249990
52932.0	2003.800000	4.848307
52933.0	2003.802740	5.809625
52934.0	2003.805479	5.348943
52935.0	2003.808219	6.487260
52936.0	2003.810959	6.013578
52937.0	2003.813699	7.917896
52938.0	2003.816438	4.423213
52939.0	2003.819178	6.197531
52940.0	2003.821918	6.624848
52941.0	2003.824658	4.712166
52942.0	2003.827397	4.060484
52943.0	2003.830137	6.524801
52944.0	2003.832877	7.768119
52945.0	2003.835616	7.264437
52946.0	2003.838356	6.676754
52947.0	2003.841096	5.078072
52948.0	2003.843836	5.709390
52949.0	2003.846575	5.808707
52950.0	2003.849315	6.761025
52951.0	2003.852055	6.832343
52952.0	2003.854795	6.264660
52953.0	2003.857534	6.820978
52954.0	2003.860274	4.776296
52955.0	2003.863014	5.449613
52956.0	2003.865753	6.924931
52957.0	2003.868493	5.022249
52958.0	2003.871233	4.235566
52959.0	2003.873973	2.966884
52960.0	2003.876712	6.846202
52961.0	2003.879452	7.653519
52962.0	2003.882192	5.175837
52963.0	2003.884932	5.912155
52964.0	2003.887671	6.663472
52965.0	2003.890411	5.024790
52966.0	2003.893151	5.771108
52967.0	2003.895890	4.051425
52968.0	2003.898630	5.121743
52969.0	2003.901370	6.971061
52970.0	2003.904110	8.168378
52971.0	2003.906849	6.891696
52972.0	2003.909589	6.502014
52973.0	2003.912329	5.302331
52974.0	2003.915068	6.969649
52975.0	2003.917808	5.636967
52976.0	2003.920548	8.149284
52977.0	2003.923288	9.929602
52978.0	2003.926027	7.993919
52979.0	2003.928767	7.567237
52980.0	2003.931507	8.230555
52981.0	2003.934247	5.570872
52982.0	2003.936986	9.665190
52983.0	2003.939726	9.108508
52984.0	2003.942466	7.334825
52985.0	2003.945205	8.304143
52986.0	2003.947945	8.255461
