site YYMMMDD yyyy.yyyy __MJD week d reflon _e0(m) __east(m) ____n0(m) _north(m) u0(m) ____up(m) _ant(m) sig_e(m) sig_n(m) sig_u(m) __corr_en __corr_eu __corr_nu _latitude(deg) _longitude(deg) __height(m)
TN45 08APR30 2008.3285 54586 1477 3  -89.7   3672  0.958161   3907795  0.659782    62  0.865688  0.0000 0.000747 0.000828 0.003049  0.018523  0.067089 -0.143089  35.2992766691  -89.6596189096    62.86569
TN45 08MAY01 2008.3313 54587 1477 4  -89.7   3672  0.959302   3907795  0.659290    62  0.868897  0.0000 0.000737 0.000830 0.002982  0.040814  0.012782 -0.180825  35.2992766646  -89.6596188975    62.86890
TN45 08MAY02 2008.3340 54588 1477 5  -89.7   3672  0.960758   3907795  0.657060    62  0.875336  0.0000 0.000801 0.000890 0.003400 -0.000366  0.084289 -0.148436  35.2992766445  -89.6596188819    62.87534
TN45 08MAY03 2008.3368 54589 1477 6  -89.7   3672  0.956788   3907795  0.656928    62  0.870735  0.0000 0.000765 0.000879 0.003260  0.013561  0.022600 -0.163765  35.2992766433  -89.6596189260    62.87073
TN45 08MAY04 2008.3395 54590 1478 0  -89.7   3672  0.959106   3907795  0.658621    62  0.865652  0.0000 0.000739 0.000831 0.003051  0.018805  0.028688 -0.171128  35.2992766585  -89.6596189009    62.86565
TN45 08MAY05 2008.3422 54591 1478 1  -89.7   3672  0.958183   3907795  0.660331    62  0.866014  0.0000 0.000739 0.000833 0.003029  0.011563  0.038126 -0.142108  35.2992766739  -89.6596189115    62.86601
TN45 08MAY06 2008.3450 54592 1478 2  -89.7   3672  0.958981   3907795  0.658303    62  0.865901  0.0000 0.000739 0.000839 0.003018  0.048422  0.014527 -0.161458  35.2992766556  -89.6596189031    62.86590
TN45 08MAY09 2008.3532 54595 1478 5  -89.7   3672  0.956320   3907795  0.658421    62  0.873382  0.0000 0.000754 0.000849 0.003104  0.033761  0.013039 -0.140608  35.2992766565  -89.6596189336    62.87338
TN45 08MAY10 2008.3559 54596 1478 6  -89.7   3672  0.957351   3907795  0.658738    62  0.873693  0.0000 0.000747 0.000826 0.003064  0.006082  0.076119 -0.183115  35.2992766594  -89.6596189227    62.87369
TN45 08MAY11 2008.3587 54597 1479 0  -89.7   3672  0.957107   3907795  0.659280    62  0.870364  0.0000 0.000765 0.000855 0.003206  0.026895  0.101521 -0.210065  35.2992766642  -89.6596189258    62.87036
TN45 08MAY12 2008.3614 54598 1479 1  -89.7   3672  0.958145   3907795  0.659882    62  0.861639  0.0000 0.000740 0.000833 0.003020  0.025759  0.081428 -0.169446  35.2992766696  -89.6596189148    62.86164
TN45 08MAY13 2008.3641 54599 1479 2  -89.7   3672  0.959321   3907795  0.660416    62  0.863155  0.0000 0.000780 0.000874 0.003228  0.040446  0.065491 -0.163937  35.2992766744  -89.6596189022    62.86316
TN45 08MAY14 2008.3669 54600 1479 3  -89.7   3672  0.958180   3907795  0.659775    62  0.868490  0.0000 0.000778 0.000862 0.003219  0.014240  0.049495 -0.168500  35.2992766686  -89.6596189152    62.86849
TN45 08MAY15 2008.3696 54601 1479 4  -89.7   3672  0.957102   3907795  0.660964    62  0.870265  0.0000 0.000785 0.000905 0.003335 -0.002873  0.040197 -0.110929  35.2992766793  -89.6596189275    62.87027
TN45 08MAY16 2008.3723 54602 1479 5  -89.7   3672  0.957494   3907795  0.659931    62  0.866957  0.0000 0.000790 0.000877 0.003315  0.021024  0.058062 -0.180052  35.2992766699  -89.6596189236    62.86696
